No,SMILES,Skeletons,FunctionalGroups1,FunctionalGroups2,LUMOs,Chemical_Hardness
7548,CCCC1CC(C#N)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*C#N,-0.01609 ,0.18746 
7549,CCCC1CC(N=C=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*N=C=O,-0.01846 ,0.17392 
7550,CCCC1CC(F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*F,-0.01058 ,0.18914 
7551,CCCC1CC(Cl)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*Cl,-0.01157 ,0.18235 
7552,CCCC1CC(Br)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*Br,-0.01431 ,0.17174 
7553,CCCC1CC(c2ccccc2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*c1ccccc1,-0.01199 ,0.15303 
7554,CCCC1CC(c2cccs2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*c1cccs1,-0.01142 ,0.14587 
7555,CCCC1CC(C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*C(F)(F)F,-0.01917 ,0.18080 
7556,CCCC1CC([Si](C)(C)C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*[Si](C)(C)C,-0.01674 ,0.15885 
7557,CCCC1CC(CCC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*CCC,*CCC,-0.01210 ,0.17470 
7558,CCCC1CC(NC(C)=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*NC(C)=O,-0.02214 ,0.15959 
7559,C#CC1CC(CCC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*CCC,*C#C,-0.01093 ,0.17171 
7560,CCCC1CC(C=CC(=O)OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*CCC,*C=CC(=O)OC,-0.03156 ,0.16057 
7561,CC(=O)NC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.01683 ,0.16857 
7562,C=CC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C=C,-0.01342 ,0.16212 
7563,CC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C,-0.01348 ,0.16394 
7564,C=CCC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*CC=C,-0.01301 ,0.16165 
7565,CC(=O)NC1CC(OC(C)=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*OC(C)=O,-0.01573 ,0.16595 
7566,COC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*OC,-0.01294 ,0.16450 
7567,COCOC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*OCOC,-0.01256 ,0.16515 
7568,COC(=O)OC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*OC(=O)OC,-0.01892 ,0.16557 
7569,COC(=O)C1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C(=O)OC,-0.02258 ,0.16312 
7570,CC(=O)NC1CC(C#N)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C#N,-0.01892 ,0.16902 
7571,CC(=O)NC1CC(N=C=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*N=C=O,-0.01804 ,0.16581 
7572,CC(=O)NC1CC(F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*F,-0.01530 ,0.16812 
7573,CC(=O)NC1CC(Cl)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*Cl,-0.01572 ,0.16714 
7574,CC(=O)NC1CC(Br)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*Br,-0.01660 ,0.16533 
7575,CC(=O)NC1CC(c2ccccc2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*c1ccccc1,-0.01426 ,0.15207 
7576,CC(=O)NC1CC(c2cccs2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*c1cccs1,-0.01245 ,0.14629 
7577,CC(=O)NC1CC(C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C(F)(F)F,-0.02119 ,0.16458 
7578,CC(=O)NC1CC([Si](C)(C)C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*[Si](C)(C)C,-0.01607 ,0.15767 
7579,CCCC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*CCC,-0.01307 ,0.16338 
7580,CC(=O)NC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*NC(C)=O,-0.02176 ,0.16192 
7581,C#CC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C#C,-0.01380 ,0.16466 
7582,COC(=O)C=CC1CC(NC(C)=O)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*NC(C)=O,*C=CC(=O)OC,-0.03239 ,0.15536 
7583,C#CC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.01218 ,0.17743 
7584,C#CC1CC(C=C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C=C,-0.01120 ,0.16704 
7585,C#CC1CC(C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C,-0.01359 ,0.16982 
7586,C#CC1CC(CC=C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*CC=C,-0.01236 ,0.16400 
7587,C#CC1CC(OC(C)=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*OC(C)=O,-0.01570 ,0.17195 
7588,C#CC1CC(OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*OC,-0.01328 ,0.16948 
7589,C#CC1CC(OCOC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*OCOC,-0.01075 ,0.17198 
7590,C#CC1CC(OC(=O)OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*OC(=O)OC,-0.01212 ,0.17407 
7591,C#CC1CC(C(=O)OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C(=O)OC,-0.01801 ,0.16715 
7592,C#CC1CC(C#N)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C#N,-0.01695 ,0.17620 
7593,C#CC1CC(N=C=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*N=C=O,-0.02108 ,0.17004 
7594,C#CC1CC(F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*F,-0.01002 ,0.17700 
7595,C#CC1CC(Cl)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*Cl,-0.01168 ,0.17537 
7596,C#CC1CC(Br)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*Br,-0.01824 ,0.16979 
7597,C#CC1CC(c2ccccc2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*c1ccccc1,-0.01261 ,0.15441 
7598,C#CC1CC(c2cccs2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*c1cccs1,-0.01165 ,0.14761 
7599,C#CC1CC(C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C(F)(F)F,-0.02106 ,0.17101 
7600,C#CC1CC([Si](C)(C)C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*[Si](C)(C)C,-0.01758 ,0.16061 
7601,C#CC1CC(CCC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*CCC,-0.01296 ,0.16924 
7602,C#CC1CC(NC(C)=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*NC(C)=O,-0.02500 ,0.16055 
7603,C#CC1CC(C#C)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C#C,-0.01152 ,0.17101 
7604,C#CC1CC(C=CC(=O)OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C#C,*C=CC(=O)OC,-0.03570 ,0.15868 
7605,COC(=O)C=CC1CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.03132 ,0.16318 
7606,C=CC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C=C,-0.02312 ,0.16005 
7607,CC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C,-0.02192 ,0.16192 
7608,C=CCC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*CC=C,-0.02198 ,0.15895 
7609,COC(=O)C=CC1CC(OC(C)=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*OC(C)=O,-0.02455 ,0.16267 
7610,COC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*OC,-0.02412 ,0.16124 
7611,COCOC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*OCOC,-0.02358 ,0.16191 
7612,COC(=O)C=CC1CC(OC(=O)OC)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*OC(=O)OC,-0.02485 ,0.16283 
7613,COC(=O)C1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C(=O)OC,-0.02112 ,0.16202 
7614,COC(=O)C=CC1CC(C#N)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C#N,-0.03391 ,0.16292 
7615,COC(=O)C=CC1CC(N=C=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*N=C=O,-0.02941 ,0.16225 
7616,COC(=O)C=CC1CC(F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*F,-0.02838 ,0.16332 
7617,COC(=O)C=CC1CC(Cl)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*Cl,-0.02900 ,0.16252 
7618,COC(=O)C=CC1CC(Br)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*Br,-0.02976 ,0.16109 
7619,COC(=O)C=CC1CC(c2ccccc2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*c1ccccc1,-0.02271 ,0.14956 
7620,COC(=O)C=CC1CC(c2cccs2)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*c1cccs1,-0.02404 ,0.14166 
7621,COC(=O)C=CC1CC(C(F)(F)F)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C(F)(F)F,-0.02836 ,0.16300 
7622,COC(=O)C=CC1CC([Si](C)(C)C)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*[Si](C)(C)C,-0.02096 ,0.15748 
7623,CCCC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*CCC,-0.02104 ,0.16167 
7624,COC(=O)C=CC1CC(NC(C)=O)CS(=O)(=O)O1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*NC(C)=O,-0.02508 ,0.15841 
7625,C#CC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C#C,-0.02571 ,0.16110 
7626,COC(=O)C=CC1CC(C=CC(=O)OC)OS(=O)(=O)C1,*C1CC(*)OS(=O)(=O)C1,*C=CC(=O)OC,*C=CC(=O)OC,-0.03736 ,0.15532 
7627,C1CCC(C=C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C=C,-0.01230 ,0.16381 
7628,C1CCC(C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C,-0.01345 ,0.17779 
7629,C1CCC(CC=C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*CC=C,-0.01157 ,0.16355 
7630,C1CCC(OC(C)=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*OC(C)=O,-0.01457 ,0.17479 
7631,C1CCC(OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*OC,-0.01226 ,0.16618 
7632,C1CCC(OCOC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*OCOC,-0.00943 ,0.16693 
7633,C1CCC(OC(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*OC(=O)OC,-0.01200 ,0.17673 
7634,C1CCC(C(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C(=O)OC,-0.01268 ,0.18048 
7635,C1CCC(C#N)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C#N,-0.02161 ,0.18505 
7636,C1CCC(N=C=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*N=C=O,-0.01659 ,0.17133 
7637,C1CCC(F)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*F,-0.01476 ,0.18262 
7638,C1CCC(Cl)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*Cl,-0.01705 ,0.17852 
7639,C1CCC(Br)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*Br,-0.01870 ,0.17043 
7640,C1CCC(c2ccccc2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*c1ccccc1,-0.01254 ,0.15111 
7641,C1CCC(c2cccs2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*c1cccs1,-0.01269 ,0.14369 
7642,C1CCC(C(F)(F)F)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C(F)(F)F,-0.01762 ,0.18792 
7643,C1CCC([Si](C)(C)C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*[Si](C)(C)C,-0.01490 ,0.16918 
7644,C1CCC(CCC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*CCC,-0.01319 ,0.17587 
7645,C1CCC(NC(C)=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*NC(C)=O,-0.01346 ,0.16796 
7646,C1CCC(C#C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C#C,-0.01373 ,0.16883 
7647,C1CCC(C=CC(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*,*C=CC(=O)OC,-0.03584 ,0.15890 
7648,C=CC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C=C,-0.01653 ,0.16852 
7649,CC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C,-0.01872 ,0.18464 
7650,C=CCC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CC=C,-0.01568 ,0.16624 
7651,CC(=O)OC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC(C)=O,-0.01865 ,0.18052 
7652,COC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC,-0.01644 ,0.17168 
7653,COCOC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OCOC,-0.01173 ,0.17184 
7654,COC(=O)OC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*OC(=O)OC,-0.01653 ,0.18249 
7655,COC(=O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C(=O)OC,-0.01963 ,0.18408 
7656,N#CC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C#N,-0.02501 ,0.19147 
7657,O=C=NC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*N=C=O,-0.02243 ,0.17509 
7658,O=S1(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC1F,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*F,-0.01991 ,0.18931 
7659,O=S1(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC1Cl,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*Cl,-0.02014 ,0.18471 
7660,O=S1(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC1Br,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*Br,-0.02389 ,0.17439 
7661,O=S1(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC1c1ccccc1,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*c1ccccc1,-0.01665 ,0.15409 
7662,O=S1(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC1c1cccs1,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*c1cccs1,-0.01766 ,0.14655 
7663,O=S1(=O)OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC1C(F)(F)F,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C(F)(F)F,-0.02038 ,0.19559 
7664,C[Si](C)(C)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*[Si](C)(C)C,-0.02014 ,0.17451 
7665,CCCC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*CCC,-0.01844 ,0.18236 
7666,CC(=O)NC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*NC(C)=O,-0.01643 ,0.17160 
7667,C#CC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C#C,-0.01749 ,0.17366 
7668,COC(=O)C=CC1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,*C=CC(=O)OC,-0.04600 ,0.15991 
7669,C=CC1CCC(C=C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C=C,-0.01097 ,0.16179 
7670,C=CC1CCC(C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C,-0.01232 ,0.16087 
7671,C=CC1CCC(CC=C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*CC=C,-0.01053 ,0.16167 
7672,C=CC1CCC(OC(C)=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*OC(C)=O,-0.01365 ,0.16197 
7673,C=CC1CCC(OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*OC,-0.01079 ,0.16264 
7674,C=CC1CCC(OCOC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*OCOC,-0.00823 ,0.16372 
7675,C=CC1CCC(OC(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*OC(=O)OC,-0.01161 ,0.16222 
7676,C=CC1CCC(C(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C(=O)OC,-0.01122 ,0.16295 
7677,C=CC1CCC(C#N)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C#N,-0.01945 ,0.16471 
7678,C=CC1CCC(N=C=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*N=C=O,-0.01616 ,0.16232 
7679,C=CC1CCC(F)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*F,-0.01445 ,0.16269 
7680,C=CC1CCC(Cl)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*Cl,-0.01525 ,0.16371 
7681,C=CC1CCC(Br)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*Br,-0.01739 ,0.16241 
7682,C=CC1CCC(c2ccccc2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*c1ccccc1,-0.01145 ,0.15180 
7683,C=CC1CCC(c2cccs2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*c1cccs1,-0.01140 ,0.14446 
7684,C=CC1CCC(C(F)(F)F)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C(F)(F)F,-0.01567 ,0.16465 
7685,C=CC1CCC([Si](C)(C)C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*[Si](C)(C)C,-0.01438 ,0.15814 
7686,C=CC1CCC(CCC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*CCC,-0.01210 ,0.16055 
7687,C=CC1CCC(NC(C)=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*NC(C)=O,-0.01247 ,0.16328 
7688,C#CC1CCC(C=C)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C=C,*C#C,-0.01227 ,0.16296 
7689,C=CC1CCC(C=CC(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C=C,*C=CC(=O)OC,-0.03590 ,0.14874 
7690,C=CC1CCC(C)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C,*C=C,-0.01109 ,0.16349 
7691,CC1CCC(C)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*C,-0.01218 ,0.17687 
7692,C=CCC1CCC(C)OS1(=O)=O,*C1CCC(*)S(=O)(=O)O1,*C,*CC=C,-0.01061 ,0.16344 
7693,CC1CCC(OC(C)=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*OC(C)=O,-0.01379 ,0.17399 
7694,CC1CCC(OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*OC,-0.01110 ,0.16569 
7695,CC1CCC(OCOC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*OCOC,-0.00859 ,0.16651 
7696,CC1CCC(OC(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*OC(=O)OC,-0.01132 ,0.17581 
7697,CC1CCC(C(=O)OC)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*C(=O)OC,-0.01152 ,0.17971 
7698,CC1CCC(C#N)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*C#N,-0.02001 ,0.18411 
7699,CC1CCC(N=C=O)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*N=C=O,-0.01576 ,0.17079 
7700,CC1CCC(F)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*F,-0.01403 ,0.18128 
7701,CC1CCC(Cl)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*Cl,-0.01575 ,0.17780 
7702,CC1CCC(Br)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*Br,-0.01764 ,0.16992 
7703,CC1CCC(c2ccccc2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*c1ccccc1,-0.01150 ,0.15094 
7704,CC1CCC(c2cccs2)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*c1cccs1,-0.01151 ,0.14358 
7705,CC1CCC(C(F)(F)F)S(=O)(=O)O1,*C1CCC(*)S(=O)(=O)O1,*C,*C(F)(F)F,-0.01621 ,0.18655 
